name,location_city,location_neighborhood,location_coordinates,categories_0,bio_summary,bio_url,bio_birthdate,bio_deathdate,bio_yearsActiveStart,bio_yearsActiveEnd,youtube_clipExampleUrl,categories_1,categories_2
Chinx,Queens,Far Rockaway,"-73.7537587, 40.6106301",rapper,"Lionel Du Fon Pickens (December 4, 1983 %u2013 May 17, 2015), better known by his stage name Chinx (formerly Chinx Drugz), was an American hip hop recording artist from Queens, New York. He was killed in 2015.",https://en.wikipedia.org/wiki/Chinx,1983-12-04T00:00:00.000Z,2015-05-17T00:00:00.000Z,2000,2015.0,https://www.youtube.com/embed/Z5Fm3ElReE4,,
Flabba,Alexandra,,"28.0975253, -26.1068542",rapper,Nkululeko Habedi (17 October 1977 %u2013 9 March 2015) professionally known as Flabba was a South African hip hop musician. He was a member of the South African hip-hop collective Skwatta Kamp. In 2015 he was stabbed to death.,https://en.wikipedia.org/wiki/Flabba_(rapper),1977-10-17T00:00:00.000Z,2015-03-09T00:00:00.000Z,2002,2015.0,https://www.youtube.com/embed/q_oCpqVOnDc,,
Doe B,Montgomery,,"-86.3151767, 32.3403035",rapper,"Glenn Thomas (June 13, 1991 %u2013 December 28, 2013), better known by his stage name Doe B, was an American rapper from Montgomery, Alabama. He was shot and killed on December 28, 2013.",https://en.wikipedia.org/wiki/Doe_B,1991-06-13T00:00:00.000Z,2013-12-28T00:00:00.000Z,2010,2013.0,https://www.youtube.com/embed/NdUyVRXOg8A,,
Depzman,Solihull,,"-1.7721987, 52.4157403",rapper,"Joshua Ribera (10 August 1995 %u2013 21 September 2013), performing as Depzman, was an English grime artist and rapper from Solihull, England. Ribera was stabbed to death in a Birmingham nightclub in 2013.",https://en.wikipedia.org/wiki/Joshua_Ribera,1995-08-10T00:00:00.000Z,2013-09-21T00:00:00.000Z,2010,2013.0,https://www.youtube.com/embed/qEDrJ37u3Q0,,
Pavlos Fyssas,Athen,,"23.6173223, 37.9665212",rapper,"Pavlos Fyssas (Greek: %u03A0%u03B1%u03CD%u03BB%u03BF%u03C2 %u03A6%u03CD%u03C3%u03C3%u03B1%u03C2; April 10, 1979 %u2013 September 18, 2013), also known by his stage name Killah P was a Greek musician and rapper, notable for his participation and performance in musical projects, as well as for his anti-fascist activism. In 2013 he was murdered by a member of the far-right political party Golden Dawn.",https://en.wikipedia.org/wiki/Pavlos_Fyssas,1979-04-10T00:00:00.000Z,2013-10-18T00:00:00.000Z,1997,2013.0,https://www.youtube.com/embed/ONBkXYE-Z24,,
MC Daleste,São Paulo,Penha,"-46.5428357, -23.5275901",rapper,"Daniel Pedreira Senna Pellegrine (30 October 1992 %u2013 7 July 2013), better known by his stage name MC Daleste was a Brazilian funk paulista singer, songwriter and rapper. He was murdered in 2013.",https://en.wikipedia.org/wiki/MC_Daleste,1992-10-30T00:00:00.000Z,2013-07-07T00:00:00.000Z,2009,2013.0,https://www.youtube.com/embed/4jTv7SCNRi8,singer,
Lil Phat,Baton Rouge,,"-91.1695467, 30.5139986",rapper,"Melvin Vernell III (July 25, 1992 %u2013 June 7, 2012), better known by his stage name, Lil Phat, was an American Hip hop recording artist from Baton Rouge, Louisiana. He was murdered in 2012.",https://en.wikipedia.org/wiki/Lil_Phat,1992-07-25T00:00:00.000Z,2012-06-07T00:00:00.000Z,2007,2012.0,https://www.youtube.com/embed/FqEswNeVtPw,,
Adan Zapata,San Nicolás de los Garza,Mexico Lindo,"-100.2741887, 25.7631478",rapper,"Adán Zapata Mireles or simply Adán Zapata was a Mexican singer, rapper from Mexico Lindo in San Nicolás de los Garza, Nuevo Leon. He belonged to the group called Mente En Blanco (MEB) where he was lead vocalist and was the one that raised the group, until his murder in 2012.",https://en.wikipedia.org/wiki/Ad%C3%A1n_Zapata,1990-10-20T00:00:00.000Z,2012-06-01T00:00:00.000Z,2006,2012.0,https://www.youtube.com/embed/-Yv_hGgXeWg,singer,
Bad New Brown,Montreal,Little Burgundy,"-73.5770857, 45.4855887",producer / dj,"Paul Frappier (May 8, 1977 %u2013 February 11, 2011), better known by his stage name Bad News Brown, was a Canadian musician, and hip hop MC from Little Burgundy, Montreal, Canada. He was murdered in 2011.",https://en.wikipedia.org/wiki/Bad_News_Brown_(musician),1977-05-08T00:00:00.000Z,2011-02-11T00:00:00.000Z,2001,2011.0,https://www.youtube.com/embed/tQS3dEfad2I,rapper,
Magnolia Shorty,New Orleans,Magnolia Projects,"-90.0942567, 29.9375806",rapper,"Renetta Yemika Lowe-Bridgewater (September 30, 1982 %u2013 December 20, 2010), known by the stage name Magnolia Shorty, was an American rapper in the New Orleans-based bounce music scene. She was murdered in 2010.",https://en.wikipedia.org/wiki/Magnolia_Shorty,1982-09-30T00:00:00.000Z,2010-12-20T00:00:00.000Z,1994,2010.0,https://www.youtube.com/embed/WpVhaXjkdsA,,
Lele,Puerto Rico,,"-65.9645587, 18.3981291",rapper,"Victor Alexis Rivera Santiago (September 17, 1986 %u2013 July 1, 2010), better known by his stage name Lele, was a Puerto Rican rapper, singer and reggaeton artist. He was also known by his nickname ""El Arma Secreta"". He was murdered in 2010.",https://en.wikipedia.org/wiki/Lele_(rapper),1986-09-17T00:00:00.000Z,2010-07-01T00:00:00.000Z,2003,2010.0,https://www.youtube.com/embed/fmqPJp3uj-Q,singer,
Dolla,Atlanta,Decatur,"-84.3003557, 33.7665574",rapper,"Roderick Anthony Burton II (November 25, 1987 %u2013 May 18, 2009), better known by his stage name Dolla, was an American hip hop recording artist from Atlanta, Georgia. he was killed in 2009. ",https://en.wikipedia.org/wiki/Dolla_(rapper),1987-11-25T00:00:00.000Z,2009-05-18T00:00:00.000Z,2000,2009.0,https://www.youtube.com/embed/KamIMnS-sug,,
VL Mike,New Orleans,,"-90.1083607, 29.9369117",rapper,"Michael Allen (January 19, 1976 %u2013 April 20, 2008), better known as VL Mike, was an American rap artist from New Orleans, Louisiana. Allen was shot on April 20, 2008.",https://en.wikipedia.org/wiki/VL_Mike,1976-01-19T00:00:00.000Z,2008-04-20T00:00:00.000Z,1999,2008.0,https://www.youtube.com/embed/BdFTuOnhQ1w,,
Black Icewood,Detroit,,"-83.2416917, 42.4321059",rapper,"Blade Icewood (March 14, 1977 %u2013 April 19, 2005), born Darnell Quincy Lindsay, was an American rapper from westside Detroit, Michigan. He was a member of the Street Lord'z rap group and is considered one of the most influential rappers in the Detroit underground rap genre. He was fatally shot on April 19, 2005.",https://en.wikipedia.org/wiki/Blade_Icewood,1977-03-14T00:00:00.000Z,2005-04-19T00:00:00.000Z,1998,2005.0,https://www.youtube.com/embed/1IoCbpWnSRg,,
Half a Mill,Brooklyn,,"-73.9391517, 40.673008",rapper,"Jasun Wardlaw (January 25, 1973 %u2013 October 24, 2003) better known by his stage name Half a Mill, was a Brooklyn-based American rapper. He was murdered in 2003.",https://en.wikipedia.org/wiki/Half_a_Mill,1973-01-25T00:00:00.000Z,2003-10-24T00:00:00.000Z,1992,2003.0,https://www.youtube.com/embed/YB2Z-rt2HVs,,
Camoflauge,Savannah,,"-81.1173247, 32.0509295",rapper,"Jason Johnson (December 1, 1981- May 19, 2003), also known as Camoflauge, was a U.S. rapper from Savannah, Georgia. He died in a shooting in May 2003.",https://912radio.com/camoflauge,1981-12-01T00:00:00.000Z,2003-05-19T00:00:00.000Z,1999,2003.0,https://www.youtube.com/embed/ef1r4pxRQjc,,
Sabotage,Sao Paulo,Brooklin,"-46.6821917, -23.6288071",rapper,"Mauro Mateus dos Santos (April 3, 1973 %u2013 January 24, 2003), better known by his stage name Sabotage, was a Brazilian rapper and songwriter from São Paulo. ",https://en.wikipedia.org/wiki/Sabotage_(rapper),1993-04-13T00:00:00.000Z,2003-01-24T00:00:00.000Z,2000,2003.0,https://www.youtube.com/embed/S0a-_eEHXHM,,
Jam Master Jay,Queens,,"-73.746167, 40.698306",producer / dj,"Jason William Mizell (January 21, 1965 %u2013 October 30, 2002), better known by his stage name Jam Master Jay, was an American musician and DJ. He was the DJ of the hip hop group Run-D.M.C. On October 30, 2002, Mizell was shot and killed. ",https://en.wikipedia.org/wiki/Jam_Master_Jay,1965-01-21T00:00:00.000Z,2002-10-30T00:00:00.000Z,1983,2002.0,https://www.youtube.com/embed/IDoLySvgvtg,,
Dj Uncle Al,Miami,,"-80.216159, 25.837597",producer / dj,"Albert Moss (August 14, 1969 %u2013 September 10, 2001), better known by the stage name ""DJ Uncle Al,"" was an American DJ based in Miami, Florida. Moss was known for his trend setting and innovative abilities in music producing and broadcasting as well as his philosophy of ""peace in the hood"" and non-violence in the community. He was shot and killed on September 10, 2001.",https://en.wikipedia.org/wiki/DJ_Uncle_Al,1969-08-14T00:00:00.000Z,2001-09-10T00:00:00.000Z,1990,2001.0,https://www.youtube.com/embed/zb3PqKKh6Ys,,
Bugz,Detroit,,"-82.9797617, 42.4614659",rapper,"Bugz was an american rapper from Detroit, Michigan. He was one of the members of the D12 group. He was murdered in 1999.",https://en.wikipedia.org/wiki/D12,,1999-05-21T00:00:00.000Z,1996,1999.0,https://www.youtube.com/embed/2PtjSsBTmbY,,
Freaky Tah,Queens,,"-73.8339267, 40.759052",rapper,"Tahliq Raymond Rogers (May 14, 1971 %u2013 March 28, 1999), better known as Freaky Tah, was an american Rapper. Freaky Tah was a member of a hip hop group called the Lost Boyz, together with Mr. Cheeks, DJ Spigg Nice, and Pretty Lou. He was murdered in 1999.",https://en.wikipedia.org/wiki/Freaky_Tah,1971-05-14T00:00:00.000Z,1999-03-28T00:00:00.000Z,1994,1999.0,https://www.youtube.com/embed/taA5RLot6YY,,
Yaki Kadafi,Montclair,,"-74.2051407, 40.829233",rapper,"Yafeu Akiyele Fula (October 9, 1977 %u2013 November 10, 1996), better known by his stage name Yaki Kadafi, was an American rapper, and one of the founder of the rap groups Outlawz and Dramacydal. He was murdered in 1996.",https://en.wikipedia.org/wiki/Yaki_Kadafi,1977-10-09T00:00:00.000Z,1996-11-10T00:00:00.000Z,1994,1996.0,https://www.youtube.com/embed/60fKICZhAw4,,
Stretch,Queens,Springfield Gardens,"-73.7831647, 40.673151",rapper,"Randy Walker (August 21, 1968 %u2013 November 30, 1995), better known by his stage name Stretch, was an American rapper and record producer. He was a member of the Live Squad with his brother Majesty. On November 30, 1995, Stretch was murdered. ",https://en.wikipedia.org/wiki/Stretch_(rapper),1968-08-21T00:00:00.000Z,1995-11-30T00:00:00.000Z,1988,1995.0,https://www.youtube.com/embed/VL11eNTm4oA,,
Charizma,Milpitas,,"-121.9163437, 37.4348402",rapper,"Charles Edward Hicks Jr. (July 6, 1973 %u2013 December 16, 1993), also known by his stage name Charizma, was an MC from Milpitas, California, United States. He is best known for his work with Peanut Butter Wolf; the two artists formed a duo after meeting in 1990 but their musical partnership was cut short following Charizma's murder in 1993.",https://en.wikipedia.org/wiki/Charizma,1973-07-06T00:00:00.000Z,1993-12-16T00:00:00.000Z,1987,1993.0,https://www.youtube.com/embed/6FrFwQj1TSk,,
D Boy,Dallas,Buckner Terrace,"-96.7049207, 32.7872665",rapper,"Daniel Dimitri Rodriguez (November 10, 1967 %u2013 October 6, 1990), alias D-Boy Rodriguez, was a Christian rap artist from Dallas, Texas. He released two albums that received moderate commercial success, before being murdered in 1990.",https://en.wikipedia.org/wiki/Danny_Rodriguez,1967-11-10T00:00:00.000Z,1990-10-06T00:00:00.000Z,1989,1990.0,https://www.youtube.com/embed/CFZ2g_ltELU,,
Paul C,Queens,Rosedale,"-73.7387917, 40.659934",producer / dj,"Paul C. McKasty (September 20, 1964 %u2013 July 17, 1989), better known as Paul C, was an East coast hip hop pioneer, producer, engineer, and mixer in the 1980s. Complex called him ""one of the most important figures in the development of sampling"".",https://en.wikipedia.org/wiki/Paul_C,1964-09-20T00:00:00.000Z,1989-07-17T00:00:00.000Z,1985,1989.0,https://www.youtube.com/embed/cFNU5qPGiDc,,
Scott La Rock,Bronx,Morrisania,"-73.9203278, 40.8301785",producer / dj,"Scott Monroe Sterling (April 28, 1962 %u2013 August 27, 1987), known by the stage name DJ Scott La Rock, was an American hip hop DJ and music producer from the Bronx borough of New York City. He is notable as a founding member of the East Coast hip hop group Boogie Down Productions. ",https://en.wikipedia.org/wiki/Scott_La_Rock,1962-04-28T00:00:00.000Z,1987-08-27T00:00:00.000Z,1986,1987.0,https://www.youtube.com/embed/CufGOn6E0Z4,,
Clipse,Virginia Beach,,"-75.980642, 36.841885",group,"Clipse is an American hip hop duo, formed by brothers Gene ""No Malice"" Thornton and Terrence ""Pusha T"" Thornton, in Virginia Beach, Virginia, in 1992. The group was affiliated with the production team The Neptune.",https://en.wikipedia.org/wiki/Clipse,,,1992,2014.0,https://www.youtube.com/embed/TjWAWcx4xdE,,
Petey Pablo,Snow Hill,,"-77.6694327, 35.4496954",rapper,"Moses Barrett III (born July 22, 1973), known by the stage name Petey Pablo, is an American rapper from Snow Hill, North Carolina.",https://en.wikipedia.org/wiki/Petey_Pablo,1973-07-22T00:00:00.000Z,,2001,,https://www.youtube.com/embed/tHnA94-hTC8,,
People Under The Stairs,Los angeles,,"-118.3555, 34.0418",group,"People Under the Stairs are an American hip hop group from Los Angeles, California, formed in 1997 and disbanded in 2019.",https://en.wikipedia.org/wiki/People_Under_the_Stairs,,,1997,2019.0,https://www.youtube.com/embed/Fw3YnHtn2Oo,,
Raz Simone,Seatle,,"-122.2973597, 47.6069766",rapper,"Solomon Samuel Simone (born January 15, 1990), known by his stage name Raz Simone (formerly Razpy), is an American rapper from Seattle, Washington.",https://en.wikipedia.org/wiki/Raz_Simone,1990-01-15T00:00:00.000Z,,2014,,https://www.youtube.com/embed/r0TzL9gMEGs,,
Soulking,Algier,Baïnem,"2.9699173, 36.8119213",rapper,"Abderraouf Derradji (Arabic: %u0639%u0628%u062F %u0627%u0644%u0631%u0624%u0648%u0641 %u062F%u0631%u0651%u0627%u062C%u064A%u200E; born 10 December 1989) is an Algerian rapper, singer and dancer better known as Soolking, having started under the pseudonym MC Sool until 2013 when he adopted the new artistic name. He incorporates reggae, soul, hip hop and Algerian raï in his music. ",https://en.wikipedia.org/wiki/Soolking,1989-12-10T00:00:00.000Z,,2014,,https://www.youtube.com/embed/bsPWx59yvYI,singer,
Kojey Radical,London,Hoxton,"-0.0892057, 51.5311033",rapper,"Kwadwo Adu Genfi Amponsah, better known by his stage name Kojey Radical, is a British rapper and mixed media visual artist from Hoxton, London.",https://en.wikipedia.org/wiki/Kojey_Radical,1993-01-04T00:00:00.000Z,,2013,,https://www.youtube.com/embed/_ZCNgXzRq-o,,
Toot,Omaha,,"-96.0008571, 41.293211",rapper,"Toot is an american rapper from Omaha, Nebraska. ",,,,2002,,https://www.youtube.com/embed/eZOZwnKAv4E,,
XV,Wichita,,"-97.1931106, 37.6462903",rapper,"Donavan LaMond Johnson (born July 9, 1985) better known by his stage name XV is an American rapper, singer and songwriter from Wichita, Kansas.",https://en.wikipedia.org/wiki/XV_(rapper),1985-07-09T00:00:00.000Z,,2000,,https://www.youtube.com/embed/aWpC7PC7Sck,,
Rich Boy,Mobile,,"-88.0629402, 30.7025756",rapper,"Marece Benjamin Richards (born September 2, 1983), better known by his stage name Rich Boy, is an American rapper from Mobile, Alabama. He is best known for the hit single ""Throw Some D's"". His self-titled debut album was released in early 2007. ",https://en.wikipedia.org/wiki/Rich_Boy,1983-09-02T00:00:00.000Z,,1999,,https://www.youtube.com/embed/Jrej0HfjMoE,,
Dayton Family,Flint,,"-83.7175227, 43.0385895",group,"The Dayton Family is an American hip hop group from Flint, Michigan. The group is composed of Ira ""Bootleg"" Dorsey, Raheen ""Shoestring"" Peterson and Matt ""Backstabba"" Hinkle.",https://en.wikipedia.org/wiki/The_Dayton_Family,,,1993,,https://www.youtube.com/embed/A79YGx07ejU,,
Death Grips,Sacremento,,"-121.486304, 38.585906",group,"Death Grips is an American experimental hip hop band from Sacramento, California, formed in 2010. The group consists of vocalist MC Ride, drummer/producer Zach Hill, and keyboardist/producer/recording engineer Andy Morin.",https://en.wikipedia.org/wiki/Death_Grips,,,2010,,https://www.youtube.com/embed/Orlbo9WkZ2E,,
Battlecat,Los Angeles,," -118.342305, 33.985466",producer / dj,"Kevin Gilliam (born April 20, 1968), better known by his stage name BattleCat, is an American hip hop producer from South Los Angeles, California.",https://en.wikipedia.org/wiki/Battlecat_(record_producer),,,1988,,https://www.youtube.com/embed/Pu9g5syuT-s,,
Sister Fa,Tionk Essil,,"-16.5095223, 12.785533",rapper,"ister Fa (real name Fatou Diatta, born 1982 in Dakar, Senegal) is a Senegalese rapper and anti-female genital mutilation (FGM) activist.",https://en.wikipedia.org/wiki/Sister_Fa,,,2000,,https://www.youtube.com/embed/PSHvTszWI1I,,
Lemdi & Moax,Val Maubuée,,"2.6191079, 48.8405347",group,Lemdi & Moax are two MC from Val Maubuée. They are member of the Val Mobb Industries crew.,http://www.coffeebreak.fr/lemdietmoax/,,,2009,,https://www.youtube.com/embed/2-4kP4j9LNU,,
Bastos,Chelles,,"2.58698, 48.8799858",rapper,Bastos is French rapper from Chelles (Seine et Marne).,,,,2005,2013.0,https://www.youtube.com/embed/lep_bLox9w4,,
O'Rosko Raricim,Meaux,Pierre Collinet,"2.8932185, 48.9479458",rapper,O'Rosko Raricim born in 1978 in Congo. Is a french rapper from Meaux (Seine et Marne). He was a member of the Ghetto Fabulous Gang.,http://lerapcetaitmieuxavant.over-blog.com/2018/11/o-rosko-raricim.html,,,2001,2011.0,https://www.youtube.com/embed/Qvl539sVs8o,,
Mystik,Meaux,,"2.8807057, 48.9570632",rapper,Mystik born Ghislain Loussingui Diabaka in 1978 at Pointe-Noire (Congo). Is a french rapper from Meaux (Seine et Marne). He was a member of the Bisso Na Bisso group.,https://fr.wikipedia.org/wiki/Mystik,,,1995,2010.0,https://www.youtube.com/embed/KGewaMXGmBs,,
Lil Kim,Brooklyn,Bedford%u2013Stuyvesant,"-73.927452, 40.682434",rapper,"Kimberly Denise Jones (born July 11, 1974), known professionally as Lil' Kim, is an American rapper, singer born and raised in Brooklyn, New York.",https://en.wikipedia.org/wiki/Lil%27_Kim,1974-07-11T00:00:00.000Z,,1994,,https://www.youtube.com/embed/LcZoqpJ1PYs,singer,
